ID,"Módulo del Sistema","Perfil de Usuario",Funcionalidad,"Instrucción (Lo que se debe hacer)","Resultado (Lo que se espera)"
QA-732,"Panel Supervision",Mandante/Supervisor,"Sí, Recalcular","Debe presionar 'Sí, Recalcular' para ejecutar la acción de forzarRecalculoEnVivo","Para esperar que el sistema procese la solicitud correctamente."
QA-733,"Panel Supervision",Mandante/Supervisor,No,"Debe presionar 'No' para ejecutar la acción de cancelarRecalculo","Para esperar que el sistema procese la solicitud correctamente."
QA-734,"Panel Supervision",Mandante/Supervisor,"Generar Reportes","Debe presionar 'Generar Reportes' para exportar la lista","Para esperar que se genere un archivo Excel o PDF con los datos actuales."
QA-735,"Panel Supervision",Mandante/Supervisor,Contratista,"Debe presionar 'Contratista' para ejecutar la acción de setSortBy(","Para esperar que el sistema procese la solicitud correctamente."
QA-736,"Panel Supervision",Mandante/Supervisor,"Empresa (%)","Debe presionar 'Empresa (%)' para ejecutar la acción de setSortBy(","Para esperar que el sistema procese la solicitud correctamente."
QA-737,"Panel Supervision",Mandante/Supervisor,"Trabajadores (% / Total)","Debe presionar 'Trabajadores (% / Total)' para ejecutar la acción de setSortBy(","Para esperar que el sistema procese la solicitud correctamente."
QA-738,"Panel Supervision",Mandante/Supervisor,"Vehículos (% / Total)","Debe presionar 'Vehículos (% / Total)' para ejecutar la acción de setSortBy(","Para esperar que el sistema procese la solicitud correctamente."
QA-739,"Panel Supervision",Mandante/Supervisor,"Maquinaria (% / Total)","Debe presionar 'Maquinaria (% / Total)' para ejecutar la acción de setSortBy(","Para esperar que el sistema procese la solicitud correctamente."
QA-740,"Panel Supervision",Mandante/Supervisor,"Embarcaciones (% / Total)","Debe presionar 'Embarcaciones (% / Total)' para ejecutar la acción de setSortBy(","Para esperar que el sistema procese la solicitud correctamente."
QA-741,"Supervision Detalle Contratista",Mandante/Supervisor,"Documentos Empresa","Debe presionar 'Documentos Empresa' para ejecutar la acción de seleccionarPestaña(","Para esperar que el sistema procese la solicitud correctamente."
QA-742,"Supervision Detalle Contratista",Mandante/Supervisor,Trabajadores,"Debe presionar 'Trabajadores' para ejecutar la acción de seleccionarPestaña(","Para esperar que el sistema procese la solicitud correctamente."
QA-743,"Supervision Detalle Contratista",Mandante/Supervisor,Vehículos,"Debe presionar 'Vehículos' para ejecutar la acción de seleccionarPestaña(","Para esperar que el sistema procese la solicitud correctamente."
QA-744,"Supervision Detalle Contratista",Mandante/Supervisor,Embarcaciones,"Debe presionar 'Embarcaciones' para ejecutar la acción de seleccionarPestaña(","Para esperar que el sistema procese la solicitud correctamente."
QA-745,"Supervision Detalle Contratista",Mandante/Supervisor,Maquinaria,"Debe presionar 'Maquinaria' para ejecutar la acción de seleccionarPestaña(","Para esperar que el sistema procese la solicitud correctamente."
QA-746,"Supervision Detalle Contratista",Mandante/Supervisor,"Restringir Acceso Empresa","Debe presionar 'Restringir Acceso Empresa' para abrir la ventana de gestión","Para esperar que la ventana se muestre correctamente en pantalla."
QA-747,"Supervision Detalle Contratista",Mandante/Supervisor,"Habilitar Acceso Empresa","Debe presionar 'Habilitar Acceso Empresa' para abrir la ventana de gestión","Para esperar que la ventana se muestre correctamente en pantalla."
QA-748,"Supervision Detalle Contratista",Mandante/Supervisor,Cancelar,"Debe presionar 'Cancelar' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-749,"Supervision Detalle",Mandante/Supervisor,"Documentos Empresa","Debe presionar 'Documentos Empresa' para ejecutar la acción de seleccionarPestaña(","Para esperar que el sistema procese la solicitud correctamente."
QA-750,"Supervision Detalle",Mandante/Supervisor,Trabajadores,"Debe presionar 'Trabajadores' para ejecutar la acción de seleccionarPestaña(","Para esperar que el sistema procese la solicitud correctamente."
QA-751,"Supervision Detalle",Mandante/Supervisor,Vehículos,"Debe presionar 'Vehículos' para ejecutar la acción de seleccionarPestaña(","Para esperar que el sistema procese la solicitud correctamente."
QA-752,"Supervision Detalle",Mandante/Supervisor,Embarcaciones,"Debe presionar 'Embarcaciones' para ejecutar la acción de seleccionarPestaña(","Para esperar que el sistema procese la solicitud correctamente."
QA-753,"Supervision Detalle",Mandante/Supervisor,Maquinaria,"Debe presionar 'Maquinaria' para ejecutar la acción de seleccionarPestaña(","Para esperar que el sistema procese la solicitud correctamente."
QA-754,"Supervision Detalle",Mandante/Supervisor,"Revertir a Estado Original","Debe presionar 'Revertir a Estado Original' para revertir la acción. Se debe confirmar el mensaje: '¿Está seguro que desea eliminar la anulación manual y volver al estado calculado por el sistema?'","Para esperar que el sistema deshaga el último cambio y recupere el estado anterior."
QA-755,"Supervision Detalle",Mandante/Supervisor,"Restringir Acceso Empresa","Debe presionar 'Restringir Acceso Empresa' para abrir la ventana de gestión","Para esperar que la ventana se muestre correctamente en pantalla."
QA-756,"Supervision Detalle",Mandante/Supervisor,"Habilitar Acceso Empresa","Debe presionar 'Habilitar Acceso Empresa' para abrir la ventana de gestión","Para esperar que la ventana se muestre correctamente en pantalla."
QA-757,"Supervision Detalle",Mandante/Supervisor,Cancelar,"Debe presionar 'Cancelar' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-758,"Supervision Lugar Trabajo",Mandante/Supervisor,"Botón de acción","Debe presionar 'Botón de acción' para cambiar el estado","Para esperar que el registro se active o desactive según corresponda."
QA-759,"Supervision Lugar Trabajo",Mandante/Supervisor,"Botón de acción","Debe presionar 'Botón de acción' para cambiar el estado","Para esperar que el registro se active o desactive según corresponda."
QA-760,Supervision,Mandante/Supervisor,"Mostrar Resultados","Debe presionar 'Mostrar Resultados' para ejecutar la acción de forzarRecalculoEnVivo","Para esperar que el sistema procese la solicitud correctamente."
QA-761,Supervision,Mandante/Supervisor,"Generar Reportes","Debe presionar 'Generar Reportes' para exportar la lista","Para esperar que se genere un archivo Excel o PDF con los datos actuales."
QA-762,Verificacion,Mandante/Supervisor,"mes ? 'bg-blue-600 text-white shadow-lg' : 'bg-gray-200 dark:bg-gray-700 text-gray-600 dark:text-gray-400 hover:bg-gray-300' }}""> Periodo","Debe presionar 'mes ? 'bg-blue-600 text-white shadow-lg' : 'bg-gray-200 dark:bg-gray-700 text-gray-600 dark:text-gray-400 hover:bg-gray-300' }}""> Periodo' para ejecutar la acción de setPeriodo","Para esperar que el sistema procese la solicitud correctamente."
QA-763,"Control Extraccion",Administrador,"📦 Descargar ZIP (Filtrado)","Debe presionar '📦 Descargar ZIP (Filtrado)' para descargar el archivo","Para esperar que se inicie la descarga del documento en el computador."
QA-764,"Control Extraccion",Administrador,"🗑️ Limpiar Filtros","Debe presionar '🗑️ Limpiar Filtros' para limpiar los campos","Para esperar que el formulario o los filtros vuelvan a su estado original."
QA-765,"Control Extraccion",Administrador,"ia_datos_extraidos ? 'checked' : '' }} class=""w-4 h-4 text-blue-600 bg-gray-100 border-gray-300 rounded focus:ring-blue-500 dark:focus:ring-blue-600 dark:ring-offset-gray-800 focus:ring-2 dark:bg-gray-700 dark:border-gray-600 cursor-pointer"">","Debe presionar 'ia_datos_extraidos ? 'checked' : '' }} class=""w-4 h-4 text-blue-600 bg-gray-100 border-gray-300 rounded focus:ring-blue-500 dark:focus:ring-blue-600 dark:ring-offset-gray-800 focus:ring-2 dark:bg-gray-700 dark:border-gray-600 cursor-pointer"">' para cambiar el estado","Para esperar que el registro se active o desactive según corresponda."
QA-766,"Control Extraccion",Administrador,"Ver Docs","Debe presionar 'Ver Docs' para visualizar los detalles","Para esperar que se muestre toda la información detallada del recurso."
QA-767,"Control Extraccion",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de cerrarDetalle","Para esperar que el sistema procese la solicitud correctamente."
QA-768,"Verify Email",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de sendVerification","Para esperar que el sistema procese la solicitud correctamente."
QA-769,"Verify Email",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de logout","Para esperar que el sistema procese la solicitud correctamente."
QA-770,"Popup Modal",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de cerrarPopup","Para esperar que el sistema procese la solicitud correctamente."
QA-771,"Popup Modal",Administrador,"requiere_aceptacion && !$aceptoCondiciones) disabled @endif class=""w-full px-6 py-3 text-base font-semibold text-white bg-gradient-to-r from-indigo-600 to-purple-600 rounded-xl shadow-lg hover:from-indigo-700 hover:to-purple-700 focus:outline-none focus:ring-2 focus:ring-offset-2 focus:ring-indigo-500 transition-all duration-200 disabled:opacity-50 disabled:cursor-not-allowed disabled:hover:from-indigo-600 disabled:hover:to-purple-600""> @if($popupActivo->url_destino) Ir al enlace","Debe presionar 'requiere_aceptacion && !$aceptoCondiciones) disabled @endif class=""w-full px-6 py-3 text-base font-semibold text-white bg-gradient-to-r from-indigo-600 to-purple-600 rounded-xl shadow-lg hover:from-indigo-700 hover:to-purple-700 focus:outline-none focus:ring-2 focus:ring-offset-2 focus:ring-indigo-500 transition-all duration-200 disabled:opacity-50 disabled:cursor-not-allowed disabled:hover:from-indigo-600 disabled:hover:to-purple-600""> @if($popupActivo->url_destino) Ir al enlace' para ejecutar la acción de accionClick","Para esperar que el sistema procese la solicitud correctamente."
QA-772,"Popup Modal",Administrador,"requiere_aceptacion && !$aceptoCondiciones) disabled @endif class=""w-full px-6 py-3 text-base font-medium text-gray-700 dark:text-gray-300 bg-white dark:bg-gray-600 border border-gray-300 dark:border-gray-500 rounded-xl hover:bg-gray-50 dark:hover:bg-gray-500 focus:outline-none focus:ring-2 focus:ring-offset-2 focus:ring-indigo-500 transition-all duration-200 disabled:opacity-50 disabled:cursor-not-allowed""> Cerrar","Debe presionar 'requiere_aceptacion && !$aceptoCondiciones) disabled @endif class=""w-full px-6 py-3 text-base font-medium text-gray-700 dark:text-gray-300 bg-white dark:bg-gray-600 border border-gray-300 dark:border-gray-500 rounded-xl hover:bg-gray-50 dark:hover:bg-gray-500 focus:outline-none focus:ring-2 focus:ring-offset-2 focus:ring-indigo-500 transition-all duration-200 disabled:opacity-50 disabled:cursor-not-allowed""> Cerrar' para ejecutar la acción de cerrarPopup","Para esperar que el sistema procese la solicitud correctamente."
QA-773,"Update Profile Information Form",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de sendVerification","Para esperar que el sistema procese la solicitud correctamente."
QA-774,"Inscripcion Modal",Administrador,Continuar,"Debe presionar 'Continuar' para ejecutar la acción de validarYContinuar","Para esperar que el sistema procese la solicitud correctamente."
QA-775,"Descarga Masiva Verificacion",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de generarDescarga","Para esperar que el sistema procese la solicitud correctamente."
QA-776,"Asignacion Complementaria",Mandante/Supervisor,"LIMPIAR TODO","Debe presionar 'LIMPIAR TODO' para limpiar los campos","Para esperar que el formulario o los filtros vuelvan a su estado original."
QA-777,"Asignacion Complementaria",Mandante/Supervisor,Quitar,"Debe presionar 'Quitar' para ejecutar la acción de quitarAuditor","Para esperar que el sistema procese la solicitud correctamente."
QA-778,"Asignacion Complementaria",Mandante/Supervisor,Confirmar,"Debe presionar 'Confirmar' para ejecutar la acción de asignarAuditor","Para esperar que el sistema procese la solicitud correctamente."
QA-779,"Asignacion Complementaria",Mandante/Supervisor,"Botón de acción","Debe presionar 'Botón de acción' para visualizar los detalles","Para esperar que se muestre toda la información detallada del recurso."
QA-780,"Asignacion Complementaria",Mandante/Supervisor,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de cerrarDetalle","Para esperar que el sistema procese la solicitud correctamente."
QA-781,"Asignacion Complementaria",Mandante/Supervisor,Entendido,"Debe presionar 'Entendido' para ejecutar la acción de cerrarDetalle","Para esperar que el sistema procese la solicitud correctamente."
QA-782,"Asignacion Verificacion",Mandante/Supervisor,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de cerrarDetalle","Para esperar que el sistema procese la solicitud correctamente."
QA-783,"Asignacion Verificacion",Mandante/Supervisor,"✕ Cerrar","Debe presionar '✕ Cerrar' para ejecutar la acción de cerrarDetalle","Para esperar que el sistema procese la solicitud correctamente."
